customer_id,customer_name,country,date_of_birth,gender,address,id_number,customer_type,onboarding_date,risk_category
CUS142599,Sofia Park,Italy,15-07-1958,Female,"30 Green Road, Milan, Italy",XL4535015,Business,20-12-2023,Low
CUS142600,Siti Kim,France,16-04-1991,Female,"241 Hill Street, Marseille, France",TK1617891,Individual,24-11-2016,Low
CUS142601,Petr Olegoovich Tolstoy,Saudi Arabia,02-12-1990,Male,"752 Queen Lane, Riyadh, Saudi Arabia",AL4279987,Individual,11-01-2016,High
CUS142602,Patrick Andersen,United States,21-02-1987,Male,"38 King Boulevard, New York, United States",QG3119910,Business,28-04-2018,Low
CUS142603,Zara Singh,Kenya,27-06-1977,Female,"752 River Avenue, Nairobi, Kenya",OM3600455,Individual,21-07-2023,Low
CUS142604,Kwame Bakshi,Syria,23-11-1955,Male,"627 Main Avenue, Aleppo, Syria",HB4816924,Individual,10-07-2017,Low
CUS142605,Patrick Kumar,Turkey,05-05-1986,Male,"898 River Lane, Bursa, Turkey",YV7027356,Individual,28-10-2017,Low
CUS142606,Leila Nguyen,Saudi Arabia,03-04-1971,Female,"305 Main Boulevard, Medina, Saudi Arabia",FA8330131,Business,26-09-2018,Low
CUS142607,Al-iZomor Abdul Latif Hassan Al-Zomor,Russia,30-04-1986,Male,"10 Main Way, Novosibirsk, Russia",KQ5216622,Individual,01-10-2023,High
CUS142608,Nadia Garcia,France,30-01-1950,Female,"824 Park Road, Bordeaux, France",FO7868830,Individual,10-05-2021,Medium
CUS142609,Elena Garcia,China,17-08-1962,Female,"99 Hill Lane, Shanghai, China",HC6756945,Individual,01-08-2015,Low
CUS142610,Hassan Fernandez,Indonesia,02-01-1986,Male,"390 Hill Lane, Jakarta, Indonesia",GI2974332,Business,25-12-2018,Low
CUS142611,Milind Deora,India,04-12-1976,Male,"248 King Boulevard, Bangalore, India",RW8275123,Individual,22-11-2024,Medium
CUS142612,Lucas Bakshi,Russia,08-02-1970,Male,"699 Park Road, Saint Petersburg, Russia",UH8455669,Individual,23-12-2021,Low
CUS142613,Ivan Okafor,Mexico,24-12-1970,Male,"8 Main Court, Mexico City, Mexico",NI7451634,Individual,24-08-2018,Low
CUS142614,Andrei Rossi,Iran,27-11-1988,Male,"200 Lake Avenue, Isfahan, Iran",UK4590140,Individual,09-03-2018,Low
CUS142615,Ivan Diallo,Kenya,17-11-1985,Male,"817 Oak Avenue, Mombasa, Kenya",DX4833656,Individual,28-08-2018,Low
CUS142616,Bachchann Bachchan,India,09-04-1948,Female,"144 Green Lane, Delhi, India",LK1591033,Individual,06-12-2023,Medium
CUS142617,Hassan Moreira,Syria,26-12-1956,Male,"551 Green Boulevard, Aleppo, Syria",SF0026558,Individual,18-11-2018,Low
CUS142618,Miriam Diallo,South Africa,27-05-1963,Female,"53 Hill Boulevard, Pretoria, South Africa",IY0767099,Individual,25-02-2023,Low
CUS142619,Amir Rossi,Spain,25-06-2003,Male,"728 Park Drive, Seville, Spain",OP9768584,Individual,12-03-2016,Low
CUS142620,Liam Tanaka,Indonesia,02-01-2003,Male,"822 Central Boulevard, Surabaya, Indonesia",RZ1170121,Individual,24-03-2023,Low
CUS142621,Siti Diallo,Egypt,27-03-1965,Female,"744 Lake Road, Alexandria, Egypt",RG2185965,Business,25-01-2022,Low
CUS142622,James Johnson,UAE,03-08-1988,Male,"243 Park Boulevard, Sharjah, UAE",TF6056091,Individual,11-10-2020,Low
CUS142623,Lucas Rossi,Ethiopia,21-07-1994,Male,"640 Main Way, Mekelle, Ethiopia",BM2596915,Individual,27-01-2015,Low
CUS142624,Ethan Johnson,Indonesia,04-03-1947,Male,"729 River Drive, Bandung, Indonesia",IC7921687,Individual,20-05-2019,Medium
CUS142625,Emmanuel Reyes,Turkey,11-01-2006,Male,"825 King Court, Bursa, Turkey",HS5020661,Individual,14-10-2022,Low
CUS142626,Anya Ahmed,Syria,09-06-1949,Female,"35 King Court, Homs, Syria",KQ6899423,Individual,01-07-2018,Medium
CUS142627,Yasmin Müller,Kenya,01-03-1959,Female,"11 River Street, Kisumu, Kenya",AB7722340,Business,13-10-2018,Low
CUS142628,Ravi Shankar Prasad,India,30-08-1954,Male,"8 Lake Court, Mumbai, India",OR8545023,Individual,22-06-2019,High
CUS142629,Lucas Park,Italy,06-08-1990,Male,"225 Park Boulevard, Naples, Italy",NV7223604,Individual,21-03-2023,Low
CUS142630,Zara Johnson,Saudi Arabia,20-03-1972,Female,"403 Central Avenue, Riyadh, Saudi Arabia",II1746736,Business,21-04-2016,Medium
CUS142631,Tariq Anwar al-Sayyid Ahmad,Iran,28-02-2006,Female,"155 Oak Way, Mashhad, Iran",KR0329570,Business,08-12-2017,High
CUS142632,Leila Kowalski,Saudi Arabia,06-10-1959,Female,"4 Queen Street, Riyadh, Saudi Arabia",VA6036251,Individual,16-01-2021,Low
CUS142633,Tariq Garcia,India,08-08-2004,Male,"747 Park Drive, Chennai, India",CY5934613,Individual,25-12-2018,Low
CUS142634,Rajnatth Singh,India,10-07-1951,Male,"424 King Boulevard, Mumbai, India",VJ8915006,Individual,04-08-2024,High
CUS142635,Lucas Ivanov,Indonesia,12-10-1958,Male,"190 River Way, Medan, Indonesia",SA6365276,Individual,14-06-2021,Low
CUS142636,Amir Tanaka,Syria,15-03-1967,Male,"571 Queen Road, Homs, Syria",XX8949988,Individual,14-10-2023,Low
CUS142637,Felix Okafor,Kenya,02-05-1990,Male,"871 Hill Avenue, Kisumu, Kenya",CK1353799,Individual,03-08-2020,Low
CUS142638,Grace Moreira,United States,11-07-1956,Female,"906 Lake Drive, Miami, United States",HU6085882,Individual,30-12-2021,Low
CUS142639,Olga Kowalski,South Africa,04-05-1958,Female,"851 Oak Drive, Cape Town, South Africa",SU7480089,Individual,14-01-2019,Low
CUS142640,Sara Ali,Mexico,28-10-1985,Female,"818 Queen Lane, Mexico City, Mexico",ZI2414638,Individual,11-02-2021,Low
CUS142641,Felix Nguyen,UAE,30-04-1989,Male,"183 Main Lane, Sharjah, UAE",IX9475956,Individual,22-06-2019,Low
CUS142642,Diego Kumar,United States,10-07-2001,Male,"497 Hill Court, Houston, United States",QD1673676,Individual,20-09-2021,Low
CUS142643,Fatima Brown,Syria,09-11-1989,Female,"995 Hill Drive, Homs, Syria",YH8591357,Individual,12-03-2021,Low
CUS142644,Felix Park,Russia,13-11-1948,Male,"871 Hill Boulevard, Saint Petersburg, Russia",JI6203182,Business,23-02-2021,Low
CUS142645,Miriam Nwosu,Bangladesh,19-01-1977,Female,"70 King Boulevard, Sylhet, Bangladesh",QH5527155,Individual,24-01-2019,Low
CUS142646,Carlos Singh,Mexico,14-01-1965,Male,"70 Green Street, Monterrey, Mexico",YC0602750,Individual,03-02-2018,Low
CUS142647,Larissa Patel,China,11-04-1969,Female,"379 River Lane, Guangzhou, China",LB8827294,Individual,02-12-2017,Low
CUS142648,Elena Johnson,Italy,19-05-1980,Female,"61 Lake Road, Naples, Italy",RV6649265,Individual,21-05-2021,Low
CUS142649,Amir Reyes,Bangladesh,30-05-1962,Male,"881 Park Avenue, Chittagong, Bangladesh",AF3615909,Individual,15-04-2019,Low
CUS142650,Felix Brown,Turkey,12-10-1957,Male,"828 Green Court, Izmir, Turkey",MB3387821,Business,20-03-2024,Medium
CUS142651,Tariq Chen,Bangladesh,23-05-1998,Male,"129 River Court, Sylhet, Bangladesh",YR1345620,Individual,08-12-2017,Low
CUS142652,Yusuf Kim,Mexico,17-01-1975,Male,"846 Park Drive, Monterrey, Mexico",DR0250488,Individual,26-06-2018,Low
CUS142653,G. Raimondo,United States,17-05-1971,Female,"481 King Lane, Miami, United States",FE2452793,Individual,21-04-2017,Medium
CUS142654,Haji Asad Khan Zarkari Mohammadhasni,Nigeria,14-10-1955,Male,"459 Green Drive, Port Harcourt, Nigeria",BC6498185,Individual,28-04-2021,High
CUS142655,Chhota Shakeel,UAE,04-07-2002,Male,"906 King Drive, Sharjah, UAE",RF4676870,Individual,12-07-2020,High
CUS142656,Arjun Malhotra,India,14-02-1990,Male,"999 Hill Drive, Bangalore, India",UQ8184844,Individual,23-07-2022,Medium
CUS142657,Ashwiini Vaishnaw,India,18-07-1970,Male,"548 Park Drive, Bangalore, India",LV2615659,Individual,11-07-2018,High
CUS142658,Diego Kumar,Syria,04-08-2005,Male,"344 River Boulevard, Latakia, Syria",PQ8442611,Individual,02-01-2015,Low
CUS142659,Ricardo Nwosu,Nigeria,01-10-1975,Male,"207 Oak Drive, Abuja, Nigeria",SB7234979,Business,20-03-2020,Low
CUS142660,Vikas Sharma,India,27-11-1970,Male,"598 Hill Drive, Bangalore, India",UB1095325,Individual,27-05-2016,Medium
CUS142661,Dmitri Johnson,UK,05-12-1958,Male,"95 Park Street, Birmingham, UK",DY8809741,Individual,01-05-2022,Medium
CUS142662,Diego Rossi,Germany,18-03-1981,Male,"380 Queen Court, Frankfurt, Germany",PS8686926,Individual,27-12-2019,Medium
CUS142663,Sofia Martinez,Mexico,15-08-1960,Female,"663 Lake Boulevard, Guadalajara, Mexico",ZL7357714,Individual,15-10-2020,Low
CUS142664,Julia Garcia,Ghana,02-06-1990,Female,"581 Lake Lane, Kumasi, Ghana",NI6968854,Individual,11-07-2021,Low
CUS142665,Yasmin Nwosu,Ethiopia,25-10-2007,Female,"564 King Street, Dire Dawa, Ethiopia",LA4001603,Business,18-09-2021,Low
CUS142666,Sofia Reyes,Nigeria,24-03-1950,Female,"309 Main Avenue, Lagos, Nigeria",UX2913089,Business,25-11-2018,Low
CUS142667,Leila Garcia,Russia,28-04-1972,Female,"185 King Street, Moscow, Russia",WV6536488,Business,23-03-2019,Low
CUS142668,Mei Singh,Indonesia,18-07-1970,Female,"136 Park Boulevard, Jakarta, Indonesia",LO5105578,Individual,22-08-2019,Low
CUS142669,Chloe Diallo,Kenya,13-10-1957,Female,"977 Oak Road, Nairobi, Kenya",IT4843946,Individual,16-01-2024,Low
CUS142670,Ali Mahmoud,Iraq,28-08-1968,Male,"717 Oak Court, Capital City, Iraq",SJ9983239,Individual,27-12-2020,Medium
CUS142671,Hassan Johnson,Spain,17-09-1954,Male,"753 Queen Street, Madrid, Spain",NU8625617,Business,18-04-2022,Low
CUS142672,Rania Nwosu,Canada,19-03-1952,Female,"71 River Boulevard, Toronto, Canada",YP4889957,Individual,13-04-2020,Low
CUS142673,Chloe Martinez,UK,29-10-1992,Female,"713 Oak Drive, Leeds, UK",KP6303867,Individual,07-04-2019,Low
CUS142674,Nadia Nwosu,China,02-06-1946,Female,"975 Park Avenue, Shenzhen, China",UK0261151,Individual,18-12-2020,Low
CUS142675,Ravi Brown,Turkey,27-01-1948,Male,"678 Oak Court, Ankara, Turkey",FA8795061,Individual,10-10-2022,Low
CUS142676,Emmanuel Kumar,Japan,20-04-1959,Male,"315 Park Way, Tokyo, Japan",QJ5722302,Individual,10-06-2015,Low
CUS142677,Hamid Ostad,Syria,08-04-2008,Male,"482 Hill Court, Damascus, Syria",TP3033981,Business,17-07-2019,High
CUS142678,Anya Kowalski,Ghana,13-11-1978,Female,"470 Lake Way, Kumasi, Ghana",WG8739101,Individual,03-03-2024,Low
CUS142679,Casas Martinez Mario Carlos,UAE,14-11-1964,Male,"631 Main Avenue, Sharjah, UAE",FN8261729,Individual,28-04-2023,High
CUS142680,Sara Johnson,Brazil,27-11-1949,Female,"651 Oak Lane, Rio de Janeiro, Brazil",AH0143476,Business,10-05-2022,Low
CUS142681,Naungg Tun Naung,Venezuela,09-02-1983,Male,"502 Oak Court, Barquisimeto, Venezuela",SY9562717,Individual,08-04-2022,High
CUS142682,Samuel Chen,Iran,07-09-1957,Male,"202 Park Boulevard, Mashhad, Iran",NV2739849,Individual,05-08-2022,Low
CUS142683,Ricardo Bakshi,Brazil,20-07-1998,Male,"181 Lake Lane, Salvador, Brazil",ZA7137794,Individual,05-02-2018,Medium
CUS142684,Pedro Zeuleta Zuleta Noscue,Venezuela,10-11-1955,Female,"36 Hill Lane, Valencia, Venezuela",EN9148971,Individual,20-03-2016,High
CUS142685,Amir Ivanov,Japan,08-04-1972,Male,"153 Green Boulevard, Tokyo, Japan",AJ8469473,Business,13-08-2019,Low
CUS142686,Isabella Okafor,Bangladesh,16-01-1961,Female,"71 King Road, Chittagong, Bangladesh",LP2865781,Individual,16-01-2017,Low
CUS142687,Svetlana Johnson,South Africa,15-12-1959,Female,"12 Park Road, Cape Town, South Africa",XS7955609,Business,18-05-2024,Low
CUS142688,Emmanuel Smith,Kenya,09-08-1991,Male,"508 Oak Avenue, Nairobi, Kenya",SH7326910,Individual,28-04-2017,Low
CUS142689,Rania Johnson,Pakistan,02-05-1997,Female,"750 King Road, Peshawar, Pakistan",GN8206819,Individual,08-09-2019,Low
CUS142690,Nadia Diallo,Italy,22-04-1955,Female,"152 Central Road, Rome, Italy",FC4915004,Business,04-07-2023,Medium
CUS142691,Hassan Nguyen,Pakistan,18-02-1982,Male,"543 Central Drive, Peshawar, Pakistan",MH1332293,Business,25-12-2016,Low
CUS142692,Yuki Singh,Indonesia,11-08-1996,Female,"748 Queen Drive, Surabaya, Indonesia",FQ8382686,Business,30-09-2015,Low
CUS142693,Dmitri Ito,Bangladesh,06-03-1995,Male,"197 King Street, Dhaka, Bangladesh",FM7135556,Individual,20-04-2017,Low
CUS142694,Miriam Fernandez,India,04-11-1979,Female,"526 Main Drive, Kolkata, India",OQ2660962,Individual,15-03-2019,Low
CUS142695,Amir Rossi,Mexico,19-06-2006,Male,"570 Oak Court, Puebla, Mexico",IJ9357356,Individual,20-03-2020,Low
CUS142696,Tedros Adhanom Ghebreyesus,Ethiopia,03-03-1965,Male,"26 Main Boulevard, Dire Dawa, Ethiopia",VL3644898,Individual,26-07-2019,High
CUS142697,Samuel Diallo,UK,07-04-1988,Male,"960 Queen Court, Birmingham, UK",YS0242778,Individual,24-08-2024,Low
CUS142698,Auxillia Mnangagwa,Nigeria,07-11-1946,Male,"23 Hill Boulevard, Kano, Nigeria",WV5826722,Individual,06-11-2022,High
CUS142699,Maria Patel,India,20-01-1947,Female,"190 Central Drive, Bangalore, India",KY1617341,Individual,02-11-2015,Low
CUS142700,Kwame Andersen,Ethiopia,27-02-1958,Male,"178 Oak Road, Dire Dawa, Ethiopia",HZ9499160,Individual,19-02-2020,Low
CUS142701,Kanstantsin Fiodaravich Bychak,Syria,16-09-1980,Female,"498 Hill Avenue, Damascus, Syria",WH6147012,Individual,06-11-2019,High
CUS142702,Siti Patel,Turkey,12-03-1981,Female,"611 Oak Court, Bursa, Turkey",KM5991121,Business,12-12-2021,Low
CUS142703,Kwame Patel,Turkey,17-07-1979,Male,"241 King Road, Ankara, Turkey",KF6749708,Individual,23-07-2019,Low
CUS142704,Leila Ivanov,Russia,30-09-1953,Female,"731 King Boulevard, Saint Petersburg, Russia",MH1861171,Individual,15-02-2015,Low
CUS142705,Om Prakash Chautala,India,01-01-1935,Male,"763 Green Drive, Mumbai, India",DW3405791,Individual,04-08-2021,High
CUS142706,Kenji Reyes,Brazil,18-10-2004,Male,"705 Oak Avenue, Brasília, Brazil",HA0167672,Individual,02-10-2020,Low
CUS142707,Ravi Nguyen,France,27-02-1965,Male,"399 Central Lane, Marseille, France",NH9437749,Business,28-02-2015,Low
CUS142708,Diego Fernandez,Mexico,26-09-2003,Male,"983 Hill Way, Puebla, Mexico",MQ7706002,Individual,26-04-2023,Low
CUS142709,Lucas Tanaka,Venezuela,08-11-2001,Male,"423 Queen Way, Valencia, Venezuela",SO8426763,Individual,14-05-2015,Low
CUS142710,Ravi Kumar,Ethiopia,05-05-1993,Male,"491 Oak Boulevard, Mekelle, Ethiopia",BT1408075,Individual,12-11-2016,Low
CUS142711,Isabella Fernandez,Saudi Arabia,16-10-1980,Female,"172 Green Way, Jeddah, Saudi Arabia",KM6523797,Individual,27-06-2023,Low
CUS142712,Amina Ito,France,01-12-1980,Female,"74 King Way, Lyon, France",YL6493990,Individual,15-04-2019,Low
CUS142713,Priya Brown,Spain,24-08-2001,Female,"147 River Street, Seville, Spain",ZR9197286,Business,06-09-2024,Low
CUS142714,Felix Johnson,United States,04-06-1970,Male,"267 Park Avenue, Chicago, United States",UM9207790,Individual,08-07-2018,Low
CUS142715,Miriam Silva,Spain,17-12-1994,Female,"320 Main Boulevard, Seville, Spain",KV0076029,Individual,03-08-2017,Low
CUS142716,James Martinez,Malaysia,13-03-1954,Male,"242 King Avenue, Johor Bahru, Malaysia",TE2601974,Individual,02-03-2020,Low
CUS142717,Amir Fernandez,India,18-07-2007,Male,"457 King Road, Bangalore, India",XM7165750,Business,09-06-2018,Low
CUS142718,Hana Park,Nigeria,27-11-1975,Female,"823 Queen Lane, Abuja, Nigeria",IH6842647,Individual,18-05-2024,Low
CUS142719,Mikhail Kowalski,Spain,23-06-1989,Male,"424 Queen Court, Seville, Spain",GW7203455,Individual,25-06-2022,Low
CUS142720,Elena Kowalski,Spain,27-11-1965,Female,"215 Lake Way, Seville, Spain",HM7965778,Individual,04-07-2017,Low
CUS142721,Fatima Nwosu,Spain,21-12-1954,Female,"71 Green Boulevard, Madrid, Spain",KA0457689,Individual,06-09-2024,Low
CUS142722,Sébastien Lecornu,France,11-06-1986,Male,"527 Oak Lane, Marseille, France",KU4411491,Individual,11-04-2017,High
CUS142723,Fatima Chen,Russia,04-11-1995,Female,"158 Queen Way, Novosibirsk, Russia",UZ6538744,Individual,09-10-2019,Low
CUS142724,David Ali,Italy,08-07-1962,Male,"626 Oak Court, Rome, Italy",VE1060122,Business,26-02-2018,Low
CUS142725,Kwame Johnson,Italy,30-09-2006,Male,"612 King Road, Rome, Italy",RF7221031,Individual,01-09-2015,Low
CUS142726,Leila Rossi,South Korea,14-01-2001,Female,"314 Hill Drive, Busan, South Korea",WC8670037,Individual,15-02-2024,Low
CUS142727,Mei Rossi,Germany,22-11-1964,Female,"595 Queen Road, Munich, Germany",WI7519919,Business,24-07-2018,Low
CUS142728,Chandrakant Patil,India,03-06-1955,Male,"737 Park Court, Delhi, India",XA4975701,Individual,24-11-2018,Medium
CUS142729,Carlos Garcia,Brazil,10-12-1987,Male,"89 Central Road, São Paulo, Brazil",JA0991403,Individual,07-09-2022,Low
CUS142730,Ricardo Kim,South Africa,25-09-1962,Male,"84 Central Drive, Pretoria, South Africa",GY2344104,Individual,11-08-2023,Low
CUS142731,Samuel Wang,Kenya,15-10-2001,Male,"612 Green Boulevard, Nairobi, Kenya",EV7814462,Individual,13-03-2018,Low
CUS142732,Chen Reyes,UK,16-06-2000,Male,"221 River Way, Manchester, UK",WK5741943,Individual,21-11-2020,Low
CUS142733,Ethan Tanaka,Syria,15-03-1983,Male,"992 River Street, Homs, Syria",YR5208281,Individual,09-06-2023,Low
CUS142734,David Brown,China,14-09-1981,Male,"488 Green Avenue, Shanghai, China",MX2069293,Individual,27-11-2015,Low
CUS142735,Sofia Ivanov,Mexico,14-06-1965,Female,"10 Green Lane, Monterrey, Mexico",ES1796251,Business,26-07-2019,Low
CUS142736,Mei Kumar,Italy,08-10-1968,Female,"203 Green Way, Naples, Italy",ZJ6354441,Individual,11-01-2018,Low
CUS142737,Leila Okafor,Nigeria,08-12-1971,Female,"580 Green Lane, Kano, Nigeria",UG3204355,Individual,04-05-2018,Low
CUS142738,Hassan Ivanov,UAE,06-07-1961,Male,"399 King Drive, Sharjah, UAE",QL7971369,Business,06-04-2015,Low
CUS142739,Isabella Okafor,UK,04-03-1962,Female,"793 Main Way, Manchester, UK",VC9090624,Individual,14-08-2024,Low
CUS142740,Emmanuel Ahmed,United States,25-09-2006,Male,"730 Main Lane, New York, United States",YV5310182,Business,15-11-2015,Low
CUS142741,Naif Hassan S. Alarifi,South Africa,11-02-1952,Male,"155 Lake Boulevard, Johannesburg, South Africa",IL4563739,Individual,09-09-2022,High
CUS142742,Mohammed Okafor,Indonesia,06-11-2002,Male,"722 Green Road, Medan, Indonesia",CA1159449,Individual,19-10-2022,Low
CUS142743,Nadia Andersen,Mexico,12-03-1948,Female,"235 Lake Road, Puebla, Mexico",VP9034947,Individual,23-03-2015,Low
CUS142744,Rania Singh,Germany,21-01-1965,Female,"828 Lake Avenue, Hamburg, Germany",OJ7496708,Individual,30-05-2018,Low
CUS142745,Grace Ito,Ethiopia,12-09-2007,Female,"504 King Road, Mekelle, Ethiopia",KR1254270,Business,20-10-2023,Medium
CUS142746,Ahmed Kumar,Brazil,29-04-1953,Male,"270 Green Drive, Rio de Janeiro, Brazil",IR9675991,Individual,03-04-2019,Low
CUS142747,Nadia Kim,Saudi Arabia,24-11-1980,Female,"119 Queen Way, Mecca, Saudi Arabia",TK4680239,Individual,05-01-2023,Medium
CUS142748,Chloe Kowalski,Mexico,08-01-1966,Female,"822 River Road, Monterrey, Mexico",NQ0499088,Business,04-07-2016,Low
CUS142749,Rania Silva,Pakistan,02-10-1997,Female,"694 Main Drive, Islamabad, Pakistan",PQ5190721,Business,09-08-2024,Low
CUS142750,Andrei Müller,South Korea,25-12-1981,Male,"531 Main Boulevard, Busan, South Korea",EM1344168,Individual,08-09-2016,Low
CUS142751,Amir Ahmed,Malaysia,12-01-2003,Male,"423 Green Boulevard, Kuala Lumpur, Malaysia",AK4010043,Individual,20-05-2023,Low
CUS142752,Amina Martinez,Egypt,24-11-1992,Female,"134 Oak Street, Alexandria, Egypt",VT0737851,Business,22-12-2017,Low
CUS142753,Julia Kim,UK,02-02-1992,Female,"778 Central Street, Leeds, UK",VS1910518,Individual,27-10-2020,Low
CUS142754,Anya Martinez,Bangladesh,01-10-1961,Female,"822 Oak Drive, Chittagong, Bangladesh",GW1587828,Individual,13-05-2015,Medium
CUS142755,Maria Martinez,Germany,21-11-1996,Female,"863 Queen Lane, Berlin, Germany",NP5367251,Individual,13-06-2024,Low
CUS142756,Adaeze Ali,India,09-05-1992,Female,"114 Hill Lane, Mumbai, India",UJ1132304,Individual,22-02-2016,Low
CUS142757,Mohammed Andersen,Italy,10-04-1947,Male,"164 Central Boulevard, Turin, Italy",GD5788285,Individual,28-01-2020,Low
CUS142758,Larissa Rossi,Syria,09-01-1974,Female,"972 Green Boulevard, Aleppo, Syria",QL6591417,Business,11-07-2018,Low
CUS142759,Rania Fernandez,India,11-06-1968,Female,"777 River Road, Bangalore, India",AR6623471,Individual,02-08-2016,Low
CUS142760,Meera Krishnan,India,20-08-1975,Female,"530 Park Drive, Delhi, India",LC3054726,Individual,21-10-2024,Medium
CUS142761,David Ivanov,Ghana,03-05-1958,Male,"604 Lake Street, Accra, Ghana",HA2767256,Individual,30-06-2020,Low
CUS142762,Hana Smith,Iran,15-09-1968,Female,"325 Oak Street, Tehran, Iran",GP0565497,Individual,11-07-2020,Low
CUS142763,Giriraj Singh,India,05-09-1952,Male,"300 Queen Court, Delhi, India",ZB2275211,Individual,09-09-2021,High
CUS142764,Amir Nwosu,United States,15-06-1982,Male,"457 Lake Road, New York, United States",WO1957293,Individual,29-10-2020,Low
CUS142765,Liam Martinez,Iran,27-04-2000,Male,"316 Lake Avenue, Tehran, Iran",IA8904042,Business,06-06-2020,Medium
CUS142766,Maria Rossi,South Korea,25-10-1972,Female,"849 King Avenue, Busan, South Korea",AD3469944,Individual,08-05-2016,Low
CUS142767,Dmitrii Aleksandrovich Beloglazov,Syria,08-06-1992,Female,"658 Green Avenue, Latakia, Syria",JB1567476,Individual,18-12-2022,High
CUS142768,Aleksander Yurievich Muranov,Iran,23-12-2007,Male,"259 King Drive, Isfahan, Iran",FA3480092,Business,23-06-2017,High
CUS142769,Larissa Ahmed,Malaysia,27-11-1975,Female,"93 Park Boulevard, Kuala Lumpur, Malaysia",FM2245585,Business,26-10-2015,Low
CUS142770,Chen Rossi,South Africa,24-01-1997,Male,"633 Main Way, Johannesburg, South Africa",IH2235869,Individual,30-10-2023,Low
CUS142771,Svetlana Chen,Ethiopia,05-11-1971,Female,"644 King Road, Mekelle, Ethiopia",AH5044719,Individual,21-02-2015,Low
CUS142772,Sara Andersen,Venezuela,22-10-1999,Female,"331 River Court, Maracaibo, Venezuela",KV1824913,Individual,01-05-2016,Low
CUS142773,Diego Kumar,Venezuela,16-07-2000,Male,"487 Main Court, Maracaibo, Venezuela",FD3028553,Individual,18-03-2024,Low
CUS142774,Emmanuel Tanaka,South Africa,17-10-2003,Male,"55 Main Drive, Durban, South Africa",HF0394100,Individual,09-06-2022,Low
CUS142775,Andrei Singh,Kenya,07-09-2004,Male,"860 Green Road, Kisumu, Kenya",GA6076862,Individual,30-03-2015,Low
CUS142776,Chen Singh,Nigeria,28-04-1991,Male,"989 Oak Lane, Abuja, Nigeria",OD8499104,Individual,29-05-2021,Low
CUS142777,Sara Nwosu,Indonesia,05-09-1982,Female,"501 Park Way, Jakarta, Indonesia",VA5437907,Business,07-11-2021,Low
CUS142778,Elena Nguyen,United States,11-11-2002,Female,"330 Green Way, Los Angeles, United States",TS6057010,Individual,15-05-2015,Medium
CUS142779,Olga Singh,Egypt,13-12-1967,Female,"210 Park Boulevard, Cairo, Egypt",PN9142665,Individual,17-09-2022,Low
CUS142780,Svetlana Ali,Nigeria,02-08-1986,Female,"564 Central Street, Kano, Nigeria",UM0758730,Business,22-01-2015,Low
CUS142781,Yasmin Kim,United States,17-12-2001,Female,"746 Oak Street, New York, United States",ZN5412640,Individual,12-07-2020,Low
CUS142782,Mikhail Kowalski,China,01-12-1950,Male,"816 Park Road, Beijing, China",DY2542444,Individual,03-02-2018,Low
CUS142783,Ruhollah Katebi,Venezuela,10-05-1947,Female,"296 Main Lane, Caracas, Venezuela",JN7530584,Individual,03-12-2019,High
CUS142784,M. Madanipour,Iran,28-04-1950,Male,"919 Park Avenue, Tehran, Iran",FE8786622,Business,04-01-2017,High
CUS142785,Ahmed Garcia,Kenya,19-07-1955,Male,"144 Lake Drive, Kisumu, Kenya",YC0852159,Individual,02-06-2016,Medium
CUS142786,Mohssen Qomi,Venezuela,16-06-1954,Female,"252 Central Drive, Valencia, Venezuela",VN6158247,Individual,02-02-2024,High
CUS142787,Grace Singh,Russia,09-03-1976,Female,"637 Queen Road, Kazan, Russia",ZE6575056,Individual,07-10-2015,Low
CUS142788,Patrick Patel,Germany,06-12-1968,Male,"179 Green Way, Frankfurt, Germany",VQ9193998,Individual,08-01-2021,Low
CUS142789,David Malpass,United States,08-03-1956,Male,"105 Lake Avenue, Chicago, United States",XD9050967,Individual,04-05-2018,High
CUS142790,Valentina Nwosu,Mexico,29-07-1976,Female,"344 King Court, Guadalajara, Mexico",KL2809816,Individual,10-08-2018,Low
CUS142791,Arjun Patel,Ghana,02-01-1948,Male,"524 Oak Road, Accra, Ghana",PV5803067,Business,21-12-2021,Low
CUS142792,Maria Elena Gaxiola Garcia,Iran,14-12-1974,Female,"103 Green Boulevard, Tabriz, Iran",KS4185094,Individual,28-08-2015,High
CUS142793,Kamal Al-Hassan,Russia,16-06-1957,Male,"337 Queen Avenue, Saint Petersburg, Russia",YA8683233,Business,25-12-2020,High
CUS142794,Ravi Kowalski,Syria,19-09-1967,Male,"689 Hill Avenue, Homs, Syria",VU0695204,Business,30-04-2016,Low
CUS142795,Mikhail Kowalski,Brazil,17-01-1980,Male,"857 River Street, Rio de Janeiro, Brazil",MG7558243,Individual,03-09-2021,Low
CUS142796,Hana Bakshi,Malaysia,22-06-1977,Female,"113 Main Way, Penang, Malaysia",YD6525140,Individual,03-02-2020,Low
CUS142797,Alexanddr Shubin,Iran,28-10-1946,Female,"648 Oak Court, Tehran, Iran",TY5012863,Individual,30-05-2020,High
CUS142798,Patrick Kowalski,China,05-05-1974,Male,"909 King Court, Beijing, China",AR4244652,Individual,18-03-2024,Low
CUS142799,Larissa Diallo,India,01-03-1998,Female,"168 Queen Drive, Bangalore, India",PW9882498,Individual,31-08-2018,Low
